"Country Name","Country Code","Indicator Name","Indicator Code","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"BES Islands","BES","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BES Islands","BES","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BES Islands","BES","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BES Islands","BES","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BES Islands","BES","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income: OECD","OEC","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income: OECD","OEC","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America and Caribbean","GLC","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America and Caribbean","GLC","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America and Caribbean","GLC","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America and Caribbean","GLC","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America and Caribbean","GLC","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America and Caribbean","GLC","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America and Caribbean","GLC","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America and Caribbean","GLC","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America and Caribbean","GLC","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America and Caribbean","GLC","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America and Caribbean","GLC","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lower middle income","LMC","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lower middle income","LMC","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lower middle income","LMC","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lower middle income","LMC","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lower middle income","LMC","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lower middle income","LMC","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lower middle income","LMC","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lower middle income","LMC","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lower middle income","LMC","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lower middle income","LMC","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lower middle income","LMC","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern America","GNA","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern America","GNA","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern America","GNA","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern America","GNA","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern America","GNA","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern America","GNA","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern America","GNA","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern America","GNA","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern America","GNA","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern America","GNA","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern America","GNA","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Not classified","LNX","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Not classified","LNX","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Not classified","LNX","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Not classified","LNX","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Not classified","LNX","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Not classified","LNX","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Not classified","LNX","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Not classified","LNX","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Not classified","LNX","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Not classified","LNX","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Not classified","LNX","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nothern America","NAR","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nothern America","NAR","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","","","","","","","","","","","","","","","","","","","","","","","","","","","",
